order_id,item_id,product_id,quantity,list_price,discount,timestamp,source
275,3,7,2,3999.99,0.05,2024-04-28 18:26:15.337129,Database
276,1,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
276,2,17,1,429.0,0.05,2024-04-28 18:26:15.337129,Database
276,3,9,2,2999.99,0.07,2024-04-28 18:26:15.337129,Database
277,1,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
277,2,6,2,469.99,0.2,2024-04-28 18:26:15.337129,Database
277,3,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
278,1,16,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
278,2,19,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
278,3,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
278,4,11,2,1680.99,0.07,2024-04-28 18:26:15.337129,Database
279,1,25,1,499.99,0.07,2024-04-28 18:26:15.337129,Database
280,1,25,1,499.99,0.07,2024-04-28 18:26:15.337129,Database
280,2,26,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
280,3,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
281,1,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
281,2,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
281,3,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
282,1,20,1,599.99,0.07,2024-04-28 18:26:15.337129,Database
282,2,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
282,3,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
282,4,16,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
283,1,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
283,2,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
284,1,24,2,549.99,0.2,2024-04-28 18:26:15.337129,Database
284,2,20,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
285,1,16,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
285,2,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
285,3,2,1,749.99,0.1,2024-04-28 18:26:15.337129,Database
286,1,26,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
286,2,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
286,3,16,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
286,4,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
287,1,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
287,2,10,1,1549.0,0.05,2024-04-28 18:26:15.337129,Database
287,3,2,1,749.99,0.05,2024-04-28 18:26:15.337129,Database
287,4,20,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
288,1,4,1,2899.99,0.2,2024-04-28 18:26:15.337129,Database
288,2,10,1,1549.0,0.1,2024-04-28 18:26:15.337129,Database
288,3,7,2,3999.99,0.05,2024-04-28 18:26:15.337129,Database
289,1,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
289,2,24,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
289,3,17,1,429.0,0.2,2024-04-28 18:26:15.337129,Database
290,1,2,2,749.99,0.07,2024-04-28 18:26:15.337129,Database
290,2,5,2,1320.99,0.07,2024-04-28 18:26:15.337129,Database
290,3,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
291,1,6,2,469.99,0.05,2024-04-28 18:26:15.337129,Database
291,2,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
292,1,18,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
292,2,4,1,2899.99,0.07,2024-04-28 18:26:15.337129,Database
292,3,10,2,1549.0,0.05,2024-04-28 18:26:15.337129,Database
293,1,19,2,449.0,0.05,2024-04-28 18:26:15.337129,Database
293,2,6,1,469.99,0.2,2024-04-28 18:26:15.337129,Database
294,1,18,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
294,2,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
294,3,7,2,3999.99,0.05,2024-04-28 18:26:15.337129,Database
294,4,25,2,499.99,0.2,2024-04-28 18:26:15.337129,Database
295,1,22,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
296,1,25,2,499.99,0.07,2024-04-28 18:26:15.337129,Database
296,2,12,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
296,3,11,2,1680.99,0.1,2024-04-28 18:26:15.337129,Database
296,4,9,1,2999.99,0.2,2024-04-28 18:26:15.337129,Database
297,1,4,2,2899.99,0.2,2024-04-28 18:26:15.337129,Database
298,1,23,1,299.99,0.2,2024-04-28 18:26:15.337129,Database
298,2,6,2,469.99,0.05,2024-04-28 18:26:15.337129,Database
298,3,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
298,4,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database
298,5,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
299,1,11,2,1680.99,0.05,2024-04-28 18:26:15.337129,Database
299,2,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
300,1,16,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
300,2,9,2,2999.99,0.1,2024-04-28 18:26:15.337129,Database
300,3,10,1,1549.0,0.1,2024-04-28 18:26:15.337129,Database
300,4,11,2,1680.99,0.2,2024-04-28 18:26:15.337129,Database
301,1,6,1,469.99,0.05,2024-04-28 18:26:15.337129,Database
301,2,22,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
302,1,24,2,549.99,0.2,2024-04-28 18:26:15.337129,Database
302,2,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
302,3,2,2,749.99,0.2,2024-04-28 18:26:15.337129,Database
303,1,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
303,2,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
304,1,10,1,1549.0,0.05,2024-04-28 18:26:15.337129,Database
304,2,7,2,3999.99,0.1,2024-04-28 18:26:15.337129,Database
304,3,20,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
305,1,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database
305,2,6,1,469.99,0.1,2024-04-28 18:26:15.337129,Database
305,3,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
306,1,10,1,1549.0,0.2,2024-04-28 18:26:15.337129,Database
306,2,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
307,1,15,2,529.99,0.05,2024-04-28 18:26:15.337129,Database
308,1,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
308,2,18,2,449.0,0.2,2024-04-28 18:26:15.337129,Database
308,3,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
309,1,3,1,999.99,0.05,2024-04-28 18:26:15.337129,Database
309,2,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
310,1,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
310,2,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
310,3,5,2,1320.99,0.2,2024-04-28 18:26:15.337129,Database
310,4,8,1,1799.99,0.2,2024-04-28 18:26:15.337129,Database
311,1,17,2,429.0,0.05,2024-04-28 18:26:15.337129,Database
311,2,5,2,1320.99,0.2,2024-04-28 18:26:15.337129,Database
312,1,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
312,2,14,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
312,3,16,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
313,1,4,1,2899.99,0.07,2024-04-28 18:26:15.337129,Database
313,2,10,2,1549.0,0.07,2024-04-28 18:26:15.337129,Database
314,1,5,1,1320.99,0.07,2024-04-28 18:26:15.337129,Database
314,2,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
314,3,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
314,4,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
315,1,11,1,1680.99,0.2,2024-04-28 18:26:15.337129,Database
315,2,9,1,2999.99,0.1,2024-04-28 18:26:15.337129,Database
316,1,2,2,749.99,0.2,2024-04-28 18:26:15.337129,Database
316,2,16,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
316,3,20,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
316,4,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
316,5,17,1,429.0,0.05,2024-04-28 18:26:15.337129,Database
317,1,10,1,1549.0,0.2,2024-04-28 18:26:15.337129,Database
317,2,22,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
317,3,15,1,529.99,0.05,2024-04-28 18:26:15.337129,Database
317,4,13,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
318,1,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
318,2,25,2,499.99,0.2,2024-04-28 18:26:15.337129,Database
318,3,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
319,1,11,1,1680.99,0.07,2024-04-28 18:26:15.337129,Database
319,2,21,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
319,3,15,2,529.99,0.1,2024-04-28 18:26:15.337129,Database
319,4,23,1,299.99,0.05,2024-04-28 18:26:15.337129,Database
320,1,2,1,749.99,0.1,2024-04-28 18:26:15.337129,Database
321,1,4,2,2899.99,0.2,2024-04-28 18:26:15.337129,Database
321,2,12,2,549.99,0.2,2024-04-28 18:26:15.337129,Database
321,3,26,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
321,4,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
322,1,13,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
322,2,21,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
323,1,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
323,2,26,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
324,1,2,2,749.99,0.1,2024-04-28 18:26:15.337129,Database
324,2,17,1,429.0,0.2,2024-04-28 18:26:15.337129,Database
324,3,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
324,4,19,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
324,5,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
325,1,7,1,3999.99,0.05,2024-04-28 18:26:15.337129,Database
325,2,12,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
325,3,6,2,469.99,0.2,2024-04-28 18:26:15.337129,Database
326,1,12,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
326,2,23,1,299.99,0.07,2024-04-28 18:26:15.337129,Database
327,1,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
327,2,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
327,3,4,1,2899.99,0.05,2024-04-28 18:26:15.337129,Database
328,1,6,2,469.99,0.1,2024-04-28 18:26:15.337129,Database
329,1,14,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
329,2,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
329,3,23,1,299.99,0.2,2024-04-28 18:26:15.337129,Database
329,4,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database
329,5,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
330,1,21,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
331,1,17,2,429.0,0.1,2024-04-28 18:26:15.337129,Database
332,1,18,2,449.0,0.05,2024-04-28 18:26:15.337129,Database
333,1,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
333,2,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
333,3,3,1,999.99,0.2,2024-04-28 18:26:15.337129,Database
334,1,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
334,2,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
334,3,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
335,1,6,1,469.99,0.1,2024-04-28 18:26:15.337129,Database
335,2,2,2,749.99,0.1,2024-04-28 18:26:15.337129,Database
335,3,21,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
336,1,4,1,2899.99,0.1,2024-04-28 18:26:15.337129,Database
336,2,12,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
337,1,18,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
337,2,4,1,2899.99,0.05,2024-04-28 18:26:15.337129,Database
338,1,6,2,469.99,0.07,2024-04-28 18:26:15.337129,Database
338,2,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database
338,3,22,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
338,4,11,2,1680.99,0.07,2024-04-28 18:26:15.337129,Database
338,5,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
339,1,13,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
339,2,15,2,529.99,0.05,2024-04-28 18:26:15.337129,Database
340,1,11,1,1680.99,0.05,2024-04-28 18:26:15.337129,Database
340,2,24,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
340,3,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
340,4,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
340,5,10,2,1549.0,0.1,2024-04-28 18:26:15.337129,Database
341,1,23,2,299.99,0.05,2024-04-28 18:26:15.337129,Database
342,1,26,1,599.99,0.07,2024-04-28 18:26:15.337129,Database
342,2,9,1,2999.99,0.2,2024-04-28 18:26:15.337129,Database
342,3,16,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
343,1,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
343,2,25,1,499.99,0.05,2024-04-28 18:26:15.337129,Database
343,3,5,2,1320.99,0.05,2024-04-28 18:26:15.337129,Database
343,4,10,1,1549.0,0.1,2024-04-28 18:26:15.337129,Database
344,1,22,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
344,2,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
344,3,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
345,1,18,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
345,2,24,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
346,1,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
346,2,23,1,299.99,0.2,2024-04-28 18:26:15.337129,Database
346,3,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
346,4,15,1,529.99,0.05,2024-04-28 18:26:15.337129,Database
346,5,18,2,449.0,0.05,2024-04-28 18:26:15.337129,Database
347,1,23,1,299.99,0.07,2024-04-28 18:26:15.337129,Database
348,1,5,2,1320.99,0.05,2024-04-28 18:26:15.337129,Database
348,2,15,2,529.99,0.07,2024-04-28 18:26:15.337129,Database
349,1,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
350,1,6,2,469.99,0.05,2024-04-28 18:26:15.337129,Database
350,2,20,1,599.99,0.07,2024-04-28 18:26:15.337129,Database
350,3,3,1,999.99,0.07,2024-04-28 18:26:15.337129,Database
351,1,4,2,2899.99,0.05,2024-04-28 18:26:15.337129,Database
351,2,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
351,3,20,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
351,4,22,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
352,1,11,1,1680.99,0.2,2024-04-28 18:26:15.337129,Database
352,2,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
353,1,2,2,749.99,0.2,2024-04-28 18:26:15.337129,Database
354,1,21,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
354,2,19,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
355,1,16,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
355,2,14,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
356,1,23,2,299.99,0.05,2024-04-28 18:26:15.337129,Database
356,2,4,1,2899.99,0.05,2024-04-28 18:26:15.337129,Database
356,3,13,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
357,1,17,2,429.0,0.05,2024-04-28 18:26:15.337129,Database
357,2,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
357,3,24,1,549.99,0.07,2024-04-28 18:26:15.337129,Database
357,4,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
358,1,21,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
358,2,6,2,469.99,0.07,2024-04-28 18:26:15.337129,Database
358,3,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
358,4,18,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
359,1,15,2,529.99,0.07,2024-04-28 18:26:15.337129,Database
359,2,9,2,2999.99,0.07,2024-04-28 18:26:15.337129,Database
359,3,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
360,1,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
360,2,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
360,3,13,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
360,4,25,1,499.99,0.1,2024-04-28 18:26:15.337129,Database
361,1,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
361,2,6,2,469.99,0.1,2024-04-28 18:26:15.337129,Database
361,3,11,1,1680.99,0.1,2024-04-28 18:26:15.337129,Database
362,1,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
363,1,21,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
363,2,14,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
363,3,15,1,529.99,0.1,2024-04-28 18:26:15.337129,Database
363,4,20,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
364,1,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
365,1,24,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
366,1,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
366,2,4,1,2899.99,0.07,2024-04-28 18:26:15.337129,Database
366,3,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
367,1,26,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
367,2,14,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
367,3,10,2,1549.0,0.05,2024-04-28 18:26:15.337129,Database
368,1,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
368,2,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
368,3,21,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
368,4,19,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
369,1,10,2,1549.0,0.07,2024-04-28 18:26:15.337129,Database
370,1,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
370,2,4,2,2899.99,0.1,2024-04-28 18:26:15.337129,Database
371,1,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
371,2,12,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
372,1,11,1,1680.99,0.05,2024-04-28 18:26:15.337129,Database
372,2,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
372,3,5,1,1320.99,0.1,2024-04-28 18:26:15.337129,Database
373,1,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
373,2,22,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
373,3,19,2,449.0,0.2,2024-04-28 18:26:15.337129,Database
373,4,12,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
373,5,13,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
374,1,10,1,1549.0,0.1,2024-04-28 18:26:15.337129,Database
374,2,7,1,3999.99,0.07,2024-04-28 18:26:15.337129,Database
375,1,21,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
375,2,2,2,749.99,0.05,2024-04-28 18:26:15.337129,Database
375,3,4,2,2899.99,0.07,2024-04-28 18:26:15.337129,Database
375,4,12,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
376,1,2,2,749.99,0.07,2024-04-28 18:26:15.337129,Database
376,2,23,2,299.99,0.1,2024-04-28 18:26:15.337129,Database
377,1,8,1,1799.99,0.05,2024-04-28 18:26:15.337129,Database
377,2,14,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
378,1,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
379,1,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database
379,2,16,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
380,1,16,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
380,2,11,2,1680.99,0.05,2024-04-28 18:26:15.337129,Database
381,1,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
382,1,8,1,1799.99,0.1,2024-04-28 18:26:15.337129,Database
382,2,9,1,2999.99,0.1,2024-04-28 18:26:15.337129,Database
382,3,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
383,1,19,1,449.0,0.07,2024-04-28 18:26:15.337129,Database
383,2,22,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
383,3,13,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
383,4,21,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
383,5,14,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
384,1,20,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
384,2,21,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
384,3,8,1,1799.99,0.05,2024-04-28 18:26:15.337129,Database
384,4,15,1,529.99,0.1,2024-04-28 18:26:15.337129,Database
384,5,4,1,2899.99,0.2,2024-04-28 18:26:15.337129,Database
385,1,21,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
385,2,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
385,3,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
386,1,8,1,1799.99,0.2,2024-04-28 18:26:15.337129,Database
386,2,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
386,3,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
387,1,18,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
388,1,19,2,449.0,0.2,2024-04-28 18:26:15.337129,Database
388,2,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
388,3,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
388,4,11,1,1680.99,0.1,2024-04-28 18:26:15.337129,Database
389,1,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
389,2,15,2,529.99,0.07,2024-04-28 18:26:15.337129,Database
389,3,10,2,1549.0,0.05,2024-04-28 18:26:15.337129,Database
389,4,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database
389,5,9,1,2999.99,0.2,2024-04-28 18:26:15.337129,Database
390,1,23,1,299.99,0.05,2024-04-28 18:26:15.337129,Database
390,2,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
390,3,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
391,1,8,1,1799.99,0.07,2024-04-28 18:26:15.337129,Database
391,2,5,2,1320.99,0.2,2024-04-28 18:26:15.337129,Database
391,3,24,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
392,1,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
392,2,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
393,1,6,2,469.99,0.2,2024-04-28 18:26:15.337129,Database
394,1,23,1,299.99,0.05,2024-04-28 18:26:15.337129,Database
394,2,16,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
394,3,14,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
395,1,14,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
396,1,12,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
396,2,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
396,3,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
397,1,7,1,3999.99,0.05,2024-04-28 18:26:15.337129,Database
398,1,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
398,2,18,2,449.0,0.05,2024-04-28 18:26:15.337129,Database
398,3,25,1,499.99,0.2,2024-04-28 18:26:15.337129,Database
398,4,17,1,429.0,0.05,2024-04-28 18:26:15.337129,Database
399,1,25,1,499.99,0.05,2024-04-28 18:26:15.337129,Database
399,2,11,2,1680.99,0.05,2024-04-28 18:26:15.337129,Database
399,3,14,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
400,1,24,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
400,2,9,1,2999.99,0.2,2024-04-28 18:26:15.337129,Database
400,3,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
401,1,23,1,299.99,0.2,2024-04-28 18:26:15.337129,Database
401,2,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
402,1,6,2,469.99,0.07,2024-04-28 18:26:15.337129,Database
402,2,5,1,1320.99,0.07,2024-04-28 18:26:15.337129,Database
402,3,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
403,1,12,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
403,2,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
403,3,22,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
403,4,24,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
404,1,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database
404,2,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
404,3,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
405,1,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
405,2,10,2,1549.0,0.1,2024-04-28 18:26:15.337129,Database
405,3,14,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
406,1,4,1,2899.99,0.2,2024-04-28 18:26:15.337129,Database
407,1,20,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
407,2,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database
408,1,18,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
408,2,3,1,999.99,0.07,2024-04-28 18:26:15.337129,Database
408,3,2,2,749.99,0.07,2024-04-28 18:26:15.337129,Database
408,4,17,2,429.0,0.2,2024-04-28 18:26:15.337129,Database
409,1,15,1,529.99,0.07,2024-04-28 18:26:15.337129,Database
409,2,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
409,3,21,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
410,1,25,1,499.99,0.1,2024-04-28 18:26:15.337129,Database
410,2,9,2,2999.99,0.05,2024-04-28 18:26:15.337129,Database
410,3,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
411,1,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
411,2,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
412,1,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
412,2,24,1,549.99,0.07,2024-04-28 18:26:15.337129,Database
412,3,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
413,1,8,2,1799.99,0.05,2024-04-28 18:26:15.337129,Database
413,2,25,1,499.99,0.1,2024-04-28 18:26:15.337129,Database
413,3,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database
414,1,4,2,2899.99,0.1,2024-04-28 18:26:15.337129,Database
415,1,3,1,999.99,0.07,2024-04-28 18:26:15.337129,Database
415,2,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
415,3,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
415,4,6,2,469.99,0.05,2024-04-28 18:26:15.337129,Database
416,1,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
416,2,14,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
416,3,24,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
417,1,26,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
417,2,6,2,469.99,0.07,2024-04-28 18:26:15.337129,Database
418,1,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
418,2,20,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
419,1,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
420,1,17,2,429.0,0.2,2024-04-28 18:26:15.337129,Database
420,2,15,2,529.99,0.1,2024-04-28 18:26:15.337129,Database
420,3,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
