order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,timestamp,source
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,2024-04-28 18:26:13.902926,Database
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,2024-04-28 18:26:13.902926,Database
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,2024-04-28 18:26:13.902926,Database
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,2024-04-28 18:26:13.902926,Database
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,2024-04-28 18:26:13.902926,Database
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,2024-04-28 18:26:13.902926,Database
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,2024-04-28 18:26:13.902926,Database
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,2024-04-28 18:26:13.902926,Database
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,2024-04-28 18:26:13.902926,Database
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,2024-04-28 18:26:13.902926,Database
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,2024-04-28 18:26:13.902926,Database
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,2024-04-28 18:26:13.902926,Database
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,2024-04-28 18:26:13.902926,Database
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,2024-04-28 18:26:13.902926,Database
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,2024-04-28 18:26:13.902926,Database
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,2024-04-28 18:26:13.902926,Database
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,2024-04-28 18:26:13.902926,Database
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,2024-04-28 18:26:13.902926,Database
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,2024-04-28 18:26:13.902926,Database
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2024-04-28 18:26:13.902926,Database
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,2024-04-28 18:26:13.902926,Database
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,2024-04-28 18:26:13.902926,Database
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,2024-04-28 18:26:13.902926,Database
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,2024-04-28 18:26:13.902926,Database
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,2024-04-28 18:26:13.902926,Database
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,2024-04-28 18:26:13.902926,Database
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,2024-04-28 18:26:13.902926,Database
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,2024-04-28 18:26:13.902926,Database
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,2024-04-28 18:26:13.902926,Database
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,2024-04-28 18:26:13.902926,Database
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,2024-04-28 18:26:13.902926,Database
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-28 18:26:13.902926,Database
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-28 18:26:13.902926,Database
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,2024-04-28 18:26:13.902926,Database
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,2024-04-28 18:26:13.902926,Database
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,2024-04-28 18:26:13.902926,Database
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,2024-04-28 18:26:13.902926,Database
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,2024-04-28 18:26:13.902926,Database
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,2024-04-28 18:26:13.902926,Database
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,2024-04-28 18:26:13.902926,Database
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,2024-04-28 18:26:13.902926,Database
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,2024-04-28 18:26:13.902926,Database
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,2024-04-28 18:26:13.902926,Database
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,2024-04-28 18:26:13.902926,Database
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,2024-04-28 18:26:13.902926,Database
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,2024-04-28 18:26:13.902926,Database
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,2024-04-28 18:26:13.902926,Database
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,2024-04-28 18:26:13.902926,Database
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,2024-04-28 18:26:13.902926,Database
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,2024-04-28 18:26:13.902926,Database
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,2024-04-28 18:26:13.902926,Database
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,2024-04-28 18:26:13.902926,Database
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,2024-04-28 18:26:13.902926,Database
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,2024-04-28 18:26:13.902926,Database
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,2024-04-28 18:26:13.902926,Database
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,2024-04-28 18:26:13.902926,Database
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,2024-04-28 18:26:13.902926,Database
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,2024-04-28 18:26:13.902926,Database
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,2024-04-28 18:26:13.902926,Database
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,2024-04-28 18:26:13.902926,Database
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,2024-04-28 18:26:13.902926,Database
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,2024-04-28 18:26:13.902926,Database
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,2024-04-28 18:26:13.902926,Database
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,2024-04-28 18:26:13.902926,Database
349,30,3,2016-08-03,2016-08-03,,1,3,2024-04-28 18:26:13.902926,Database
350,31,3,2016-08-03,2016-08-03,,1,3,2024-04-28 18:26:13.902926,Database
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,2024-04-28 18:26:13.902926,Database
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,2024-04-28 18:26:13.902926,Database
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,2024-04-28 18:26:13.902926,Database
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,2024-04-28 18:26:13.902926,Database
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,2024-04-28 18:26:13.902926,Database
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,2024-04-28 18:26:13.902926,Database
357,14,3,2016-08-05,2016-08-05,,3,8,2024-04-28 18:26:13.902926,Database
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,2024-04-28 18:26:13.902926,Database
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,2024-04-28 18:26:13.902926,Database
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,2024-04-28 18:26:13.902926,Database
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,2024-04-28 18:26:13.902926,Database
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,2024-04-28 18:26:13.902926,Database
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2024-04-28 18:26:13.902926,Database
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,2024-04-28 18:26:13.902926,Database
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,2024-04-28 18:26:13.902926,Database
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,2024-04-28 18:26:13.902926,Database
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,2024-04-28 18:26:13.902926,Database
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,2024-04-28 18:26:13.902926,Database
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,2024-04-28 18:26:13.902926,Database
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,2024-04-28 18:26:13.902926,Database
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,2024-04-28 18:26:13.902926,Database
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,2024-04-28 18:26:13.902926,Database
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,2024-04-28 18:26:13.902926,Database
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,2024-04-28 18:26:13.902926,Database
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,2024-04-28 18:26:13.902926,Database
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,2024-04-28 18:26:13.902926,Database
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,2024-04-28 18:26:13.902926,Database
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,2024-04-28 18:26:13.902926,Database
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,2024-04-28 18:26:13.902926,Database
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,2024-04-28 18:26:13.902926,Database
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,2024-04-28 18:26:13.902926,Database
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,2024-04-28 18:26:13.902926,Database
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,2024-04-28 18:26:13.902926,Database
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2024-04-28 18:26:13.902926,Database
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,2024-04-28 18:26:13.902926,Database
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,2024-04-28 18:26:13.902926,Database
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,2024-04-28 18:26:13.902926,Database
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,2024-04-28 18:26:13.902926,Database
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,2024-04-28 18:26:13.902926,Database
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,2024-04-28 18:26:13.902926,Database
391,61,3,2016-08-23,2016-08-23,,3,9,2024-04-28 18:26:13.902926,Database
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,2024-04-28 18:26:13.902926,Database
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,2024-04-28 18:26:13.902926,Database
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,2024-04-28 18:26:13.902926,Database
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,2024-04-28 18:26:13.902926,Database
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,2024-04-28 18:26:13.902926,Database
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,2024-04-28 18:26:13.902926,Database
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,2024-04-28 18:26:13.902926,Database
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,2024-04-28 18:26:13.902926,Database
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,2024-04-28 18:26:13.902926,Database
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,2024-04-28 18:26:13.902926,Database
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,2024-04-28 18:26:13.902926,Database
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,2024-04-28 18:26:13.902926,Database
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,2024-04-28 18:26:13.902926,Database
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,2024-04-28 18:26:13.902926,Database
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,2024-04-28 18:26:13.902926,Database
407,77,3,2016-09-01,2016-09-01,,3,8,2024-04-28 18:26:13.902926,Database
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,2024-04-28 18:26:13.902926,Database
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,2024-04-28 18:26:13.902926,Database
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,2024-04-28 18:26:13.902926,Database
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-28 18:26:13.902926,Database
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-28 18:26:13.902926,Database
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,2024-04-28 18:26:13.902926,Database
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-28 18:26:13.902926,Database
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-28 18:26:13.902926,Database
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,2024-04-28 18:26:13.902926,Database
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,2024-04-28 18:26:13.902926,Database
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2024-04-28 18:26:13.902926,Database
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,2024-04-28 18:26:13.902926,Database
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,2024-04-28 18:26:13.902926,Database
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-28 18:26:13.902926,Database
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-28 18:26:13.902926,Database
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,2024-04-28 18:26:13.902926,Database
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,2024-04-28 18:26:13.902926,Database
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,2024-04-28 18:26:13.902926,Database
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,2024-04-28 18:26:13.902926,Database
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,2024-04-28 18:26:13.902926,Database
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,2024-04-28 18:26:13.902926,Database
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,2024-04-28 18:26:13.902926,Database
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,2024-04-28 18:26:13.902926,Database
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,2024-04-28 18:26:13.902926,Database
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,2024-04-28 18:26:13.902926,Database
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,2024-04-28 18:26:13.902926,Database
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2024-04-28 18:26:13.902926,Database
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,2024-04-28 18:26:13.902926,Database
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,2024-04-28 18:26:13.902926,Database
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,2024-04-28 18:26:13.902926,Database
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,2024-04-28 18:26:13.902926,Database
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,2024-04-28 18:26:13.902926,Database
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,2024-04-28 18:26:13.902926,Database
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,2024-04-28 18:26:13.902926,Database
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,2024-04-28 18:26:13.902926,Database
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,2024-04-28 18:26:13.902926,Database
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-28 18:26:13.902926,Database
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,2024-04-28 18:26:13.902926,Database
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,2024-04-28 18:26:13.902926,Database
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,2024-04-28 18:26:13.902926,Database
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,2024-04-28 18:26:13.902926,Database
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,2024-04-28 18:26:13.902926,Database
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,2024-04-28 18:26:13.902926,Database
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,2024-04-28 18:26:13.902926,Database
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,2024-04-28 18:26:13.902926,Database
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2024-04-28 18:26:13.902926,Database
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,2024-04-28 18:26:13.902926,Database
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,2024-04-28 18:26:13.902926,Database
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,2024-04-28 18:26:13.902926,Database
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,2024-04-28 18:26:13.902926,Database
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-28 18:26:13.902926,Database
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-28 18:26:13.902926,Database
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,2024-04-28 18:26:13.902926,Database
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,2024-04-28 18:26:13.902926,Database
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,2024-04-28 18:26:13.902926,Database
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,2024-04-28 18:26:13.902926,Database
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,2024-04-28 18:26:13.902926,Database
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,2024-04-28 18:26:13.902926,Database
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,2024-04-28 18:26:13.902926,Database
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,2024-04-28 18:26:13.902926,Database
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,2024-04-28 18:26:13.902926,Database
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,2024-04-28 18:26:13.902926,Database
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,2024-04-28 18:26:13.902926,Database
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,2024-04-28 18:26:13.902926,Database
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,2024-04-28 18:26:13.902926,Database
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,2024-04-28 18:26:13.902926,Database
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,2024-04-28 18:26:13.902926,Database
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,2024-04-28 18:26:13.902926,Database
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2024-04-28 18:26:13.902926,Database
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,2024-04-28 18:26:13.902926,Database
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,2024-04-28 18:26:13.902926,Database
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,2024-04-28 18:26:13.902926,Database
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,2024-04-28 18:26:13.902926,Database
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,2024-04-28 18:26:13.902926,Database
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,2024-04-28 18:26:13.902926,Database
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,2024-04-28 18:26:13.902926,Database
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,2024-04-28 18:26:13.902926,Database
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,2024-04-28 18:26:13.902926,Database
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,2024-04-28 18:26:13.902926,Database
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,2024-04-28 18:26:13.902926,Database
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,2024-04-28 18:26:13.902926,Database
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,2024-04-28 18:26:13.902926,Database
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,2024-04-28 18:26:13.902926,Database
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,2024-04-28 18:26:13.902926,Database
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,2024-04-28 18:26:13.902926,Database
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,2024-04-28 18:26:13.902926,Database
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,2024-04-28 18:26:13.902926,Database
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,2024-04-28 18:26:13.902926,Database
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-28 18:26:13.902926,Database
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,2024-04-28 18:26:13.902926,Database
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-28 18:26:13.902926,Database
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2024-04-28 18:26:13.902926,Database
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,2024-04-28 18:26:13.902926,Database
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,2024-04-28 18:26:13.902926,Database
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,2024-04-28 18:26:13.902926,Database
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,2024-04-28 18:26:13.902926,Database
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,2024-04-28 18:26:13.902926,Database
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,2024-04-28 18:26:13.902926,Database
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,2024-04-28 18:26:13.902926,Database
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,2024-04-28 18:26:13.902926,Database
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,2024-04-28 18:26:13.902926,Database
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,2024-04-28 18:26:13.902926,Database
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,2024-04-28 18:26:13.902926,Database
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,2024-04-28 18:26:13.902926,Database
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,2024-04-28 18:26:13.902926,Database
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,2024-04-28 18:26:13.902926,Database
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,2024-04-28 18:26:13.902926,Database
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,2024-04-28 18:26:13.902926,Database
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,2024-04-28 18:26:13.902926,Database
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,2024-04-28 18:26:13.902926,Database
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,2024-04-28 18:26:13.902926,Database
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,2024-04-28 18:26:13.902926,Database
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,2024-04-28 18:26:13.902926,Database
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,2024-04-28 18:26:13.902926,Database
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,2024-04-28 18:26:13.902926,Database
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,2024-04-28 18:26:13.902926,Database
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,2024-04-28 18:26:13.902926,Database
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,2024-04-28 18:26:13.902926,Database
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,2024-04-28 18:26:13.902926,Database
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,2024-04-28 18:26:13.902926,Database
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,2024-04-28 18:26:13.902926,Database
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,2024-04-28 18:26:13.902926,Database
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,2024-04-28 18:26:13.902926,Database
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,2024-04-28 18:26:13.902926,Database
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,2024-04-28 18:26:13.902926,Database
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,2024-04-28 18:26:13.902926,Database
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,2024-04-28 18:26:13.902926,Database
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,2024-04-28 18:26:13.902926,Database
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,2024-04-28 18:26:13.902926,Database
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,2024-04-28 18:26:13.902926,Database
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,2024-04-28 18:26:13.902926,Database
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,2024-04-28 18:26:13.902926,Database
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,2024-04-28 18:26:13.902926,Database
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,2024-04-28 18:26:13.902926,Database
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,2024-04-28 18:26:13.902926,Database
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,2024-04-28 18:26:13.902926,Database
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,2024-04-28 18:26:13.902926,Database
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,2024-04-28 18:26:13.902926,Database
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,2024-04-28 18:26:13.902926,Database
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,2024-04-28 18:26:13.902926,Database
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,2024-04-28 18:26:13.902926,Database
549,64,3,2016-11-12,2016-11-12,,3,9,2024-04-28 18:26:13.902926,Database
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,2024-04-28 18:26:13.902926,Database
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,2024-04-28 18:26:13.902926,Database
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,2024-04-28 18:26:13.902926,Database
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,2024-04-28 18:26:13.902926,Database
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,2024-04-28 18:26:13.902926,Database
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,2024-04-28 18:26:13.902926,Database
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,2024-04-28 18:26:13.902926,Database
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,2024-04-28 18:26:13.902926,Database
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,2024-04-28 18:26:13.902926,Database
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,2024-04-28 18:26:13.902926,Database
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,2024-04-28 18:26:13.902926,Database
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,2024-04-28 18:26:13.902926,Database
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,2024-04-28 18:26:13.902926,Database
